,availability,location,bhk,total_sqft,bath,price,total_sqftbybhk
3004,1,Hennur,2.0,1255.0,2.0,52.32,627.5
3005,1,Hennur,2.0,1225.0,2.0,57.0,612.5
3006,1,Hennur,2.0,1255.0,2.0,57.5,627.5
3007,1,Hennur,2.0,1259.0,2.0,57.0,629.5
3008,1,Hennur,2.0,1255.0,2.0,53.5,627.5
3009,1,Hennur,2.0,1285.0,2.0,60.0,642.5
3010,1,Hennur,2.0,1285.0,2.0,60.0,642.5
3011,1,Hennur,2.0,1100.0,2.0,60.0,550.0
3012,1,Hennur,2.0,1231.0,2.0,48.0,615.5
3013,1,Hennur,2.0,1255.0,2.0,58.0,627.5
3014,1,Hennur,2.0,1040.0,2.0,42.12,520.0
3015,1,Hennur,2.0,1255.0,2.0,54.5,627.5
3016,1,Hennur,2.0,1041.0,2.0,40.6,520.5
3018,1,Hennur,2.0,1255.0,2.0,55.5,627.5
3020,1,Hennur,2.0,1231.0,2.0,50.0,615.5
3021,1,Hennur,5.0,2500.0,5.0,125.0,500.0
3022,1,Hennur,2.0,1160.0,2.0,49.0,580.0
3023,1,Hennur,3.0,2400.0,3.0,135.0,800.0
3024,1,Hennur,2.0,1255.0,2.0,53.5,627.5
3025,1,Hennur,2.0,1255.0,2.0,55.5,627.5
3026,1,Hennur,2.0,1100.0,2.0,44.55,550.0
3027,1,Hennur,2.0,1255.0,2.0,57.5,627.5
3028,1,Hennur,2.0,960.0,2.0,48.0,480.0
3029,1,Hennur,2.0,1020.0,2.0,48.0,510.0
3030,1,Hennur,2.0,1255.0,2.0,52.32,627.5
3031,1,Hennur,2.0,1295.0,2.0,64.0,647.5
3032,1,Hennur,3.0,1935.0,3.0,102.0,645.0
3034,1,Hennur,3.0,1345.0,2.0,69.0,448.3333333333333
3035,1,Hennur,2.0,1255.0,2.0,58.0,627.5
3036,1,Hennur,2.0,1420.0,2.0,62.0,710.0
3037,1,Hennur,2.0,1155.0,2.0,54.5,577.5
3038,1,Hennur,2.0,1255.0,2.0,52.32,627.5
3039,1,Hennur,2.0,1255.0,2.0,52.35,627.5
3042,1,Hennur,2.0,1255.0,2.0,54.5,627.5
3043,1,Hennur,3.0,1830.0,2.0,113.0,610.0
3044,0,Hennur,3.0,1830.5,3.0,84.205,610.1666666666666
3045,1,Hennur,2.0,1255.0,2.0,55.5,627.5
3046,1,Hennur,2.0,1255.0,2.0,53.57,627.5
3047,1,Hennur,2.0,1255.0,2.0,56.5,627.5
3048,1,Hennur,2.0,1050.0,2.0,42.73,525.0
3049,1,Hennur,2.0,1295.0,2.0,62.0,647.5
3050,1,Hennur Road,3.0,2089.0,3.0,140.0,696.3333333333334
3051,0,Hennur Road,4.0,3203.5,2.0,224.5,800.875
3052,1,Hennur Road,8.0,5000.0,8.0,250.0,625.0
3053,1,Hennur Road,2.0,1385.0,2.0,83.09,692.5
3054,0,Hennur Road,2.0,1317.5,2.0,63.77,658.75
3056,0,Hennur Road,3.0,2264.0,3.0,159.0,754.6666666666666
3057,1,Hennur Road,2.0,1157.0,2.0,84.0,578.5
3058,1,Hennur Road,3.0,1904.0,3.0,120.0,634.6666666666666
3059,1,Hennur Road,3.0,1891.0,3.0,109.0,630.3333333333334
3060,0,Hennur Road,3.0,1561.0,3.0,95.0,520.3333333333334
3062,1,Hennur Road,3.0,2060.0,3.0,149.0,686.6666666666666
3063,0,Hennur Road,3.0,1482.0,2.0,92.0,494.0
3064,1,Hennur Road,2.0,1232.0,2.0,89.0,616.0
3065,1,Hennur Road,2.0,1065.0,2.0,42.6,532.5
3067,0,Hennur Road,3.0,1482.0,2.0,87.0,494.0
3068,1,Hennur Road,3.0,1891.0,3.0,139.0,630.3333333333334
3069,1,Hennur Road,3.0,1703.0,3.0,101.0,567.6666666666666
3070,0,Hennur Road,2.0,1232.0,2.0,69.61,616.0
3071,1,Hennur Road,2.0,987.0,2.0,49.0,493.5
3073,1,Hennur Road,3.0,2160.0,3.0,160.0,720.0
3075,1,Hennur Road,3.0,1680.0,3.0,99.27,560.0
3076,1,Hennur Road,2.0,1065.0,2.0,42.6,532.5
3077,1,Hennur Road,2.0,1385.0,2.0,83.09,692.5
3079,1,Hennur Road,3.0,2350.0,3.0,174.0,783.3333333333334
3080,1,Hennur Road,3.0,1586.0,3.0,93.94,528.6666666666666
3081,1,Hennur Road,3.0,1975.0,3.0,123.0,658.3333333333334
3083,1,Hennur Road,3.0,1290.0,2.0,94.5,430.0
3084,0,Hennur Road,2.0,901.0,2.0,49.5,450.5
3085,1,Hennur Road,3.0,1445.0,3.0,86.56,481.6666666666667
3086,0,Hennur Road,3.0,1482.0,2.0,97.0,494.0
3087,1,Hennur Road,2.0,1182.0,2.0,82.5,591.0
3089,0,Hennur Road,2.0,1036.0,2.0,59.46,518.0
3090,1,Hennur Road,3.0,1891.0,3.0,109.0,630.3333333333334
3091,0,Hennur Road,2.0,1232.0,2.0,69.61,616.0
3093,1,Hennur Road,3.0,2320.0,3.0,170.0,773.3333333333334
3094,1,Hennur Road,3.0,1936.0,3.0,118.0,645.3333333333334
3095,1,Hennur Road,2.0,1480.0,2.0,65.0,740.0
3096,0,Hennur Road,3.0,1590.0,3.0,96.5,530.0
3097,0,Hennur Road,3.0,1445.0,2.0,105.0,481.6666666666667
3098,0,Hennur Road,2.0,1036.0,2.0,59.45,518.0
3099,1,Hennur Road,3.0,1832.0,3.0,125.0,610.6666666666666
3100,0,Hennur Road,2.0,1359.0,2.0,104.0,679.5
3101,0,Hennur Road,2.0,1341.0,2.0,75.76,670.5
3102,0,Hennur Road,2.0,1040.0,2.0,50.0,520.0
3104,1,Hennur Road,2.0,1414.0,2.0,84.18,707.0
3105,1,Hennur Road,3.0,1949.0,3.0,133.0,649.6666666666666
3106,0,Hennur Road,2.0,1232.0,2.0,89.0,616.0
3107,1,Hennur Road,3.0,1250.0,2.0,77.88,416.6666666666667
3108,1,Hennur Road,4.0,2502.0,4.0,180.0,625.5
3109,1,Hennur Road,3.0,1831.0,3.0,110.0,610.3333333333334
3110,0,Hennur Road,2.0,1232.0,2.0,87.0,616.0
3111,0,Hennur Road,2.0,1232.0,2.0,74.0,616.0
3112,0,Hennur Road,2.0,1232.0,2.0,66.0,616.0
3113,0,Hennur Road,2.0,1341.0,2.0,95.0,670.5
3115,0,Hennur Road,2.0,1232.0,2.0,88.0,616.0
3116,1,Hennur Road,3.0,2365.0,4.0,175.0,788.3333333333334
3117,1,Hennur Road,2.0,1310.0,2.0,66.0,655.0
3119,1,Hennur Road,2.0,1015.0,2.0,50.0,507.5
3121,1,Hennur Road,3.0,2264.0,3.0,168.0,754.6666666666666
3122,1,Hennur Road,3.0,2002.0,3.0,120.0,667.3333333333334
3123,0,Hennur Road,2.0,1232.0,2.0,69.6,616.0
3124,0,Hennur Road,2.0,1195.0,2.0,73.0,597.5
3125,1,Hennur Road,2.0,1020.0,2.0,47.0,510.0
3126,1,Hennur Road,5.0,5100.0,6.0,375.0,1020.0
3127,1,Hennur Road,2.0,1061.0,2.0,54.92,530.5
3129,1,Hennur Road,2.0,1020.0,2.0,45.0,510.0
3130,1,Hennur Road,3.0,2041.0,3.0,128.0,680.3333333333334
3131,0,Hennur Road,2.0,1232.0,2.0,87.0,616.0
3132,1,Hennur Road,2.0,1066.0,2.0,52.23,533.0
3133,1,Hennur Road,2.0,973.0,2.0,56.0,486.5
3134,1,Hennur Road,2.0,1255.0,2.0,84.0,627.5
3135,0,Hennur Road,2.0,1232.0,2.0,83.0,616.0
3136,1,Hennur Road,3.0,1832.0,3.0,116.0,610.6666666666666
3137,1,Hennur Road,3.0,2050.0,3.0,120.0,683.3333333333334
3138,1,Hennur Road,3.0,1445.0,2.0,86.69,481.6666666666667
3139,0,Hennur Road,3.0,1445.0,2.0,83.0,481.6666666666667
3142,1,Hennur Road,3.0,1654.0,3.0,97.8,551.3333333333334
3143,0,Hennur Road,3.0,1480.0,3.0,100.0,493.3333333333333
3144,0,Hennur Road,3.0,1450.0,3.0,88.6,483.3333333333333
3145,1,Hennur Road,2.0,1155.0,2.0,69.18,577.5
3146,1,Hennur Road,2.0,1053.0,2.0,53.0,526.5
3147,1,Hennur Road,2.0,1195.0,2.0,59.0,597.5
3148,1,Hennur Road,3.0,1904.0,3.0,129.0,634.6666666666666
3149,1,Hennur Road,3.0,1981.0,3.0,134.0,660.3333333333334
3150,1,Hennur Road,2.0,1155.0,2.0,69.18,577.5
3152,0,Hennur Road,3.0,1590.0,3.0,105.0,530.0
3153,1,Hennur Road,3.0,2041.0,3.0,138.0,680.3333333333334
3154,1,Hennur Road,3.0,1100.0,2.0,78.0,366.6666666666667
3155,0,Hennur Road,4.0,1880.0,4.0,154.0,470.0
3156,0,Hennur Road,2.0,1232.0,2.0,69.61,616.0
3157,1,Hennur Road,3.0,1748.0,3.0,103.0,582.6666666666666
3158,1,Hennur Road,2.0,1460.0,2.0,80.3,730.0
3160,1,Hennur Road,3.0,1933.0,3.0,140.0,644.3333333333334
3161,0,Hennur Road,2.0,1030.0,2.0,46.5,515.0
3162,0,Hennur Road,2.0,1232.0,2.0,69.61,616.0
3164,1,Hennur Road,3.0,1445.0,2.0,89.56,481.6666666666667
3165,1,Hennur Road,2.0,973.0,2.0,50.74,486.5
3167,1,Hennur Road,3.0,1305.0,2.0,77.0,435.0
3169,0,Hennur Road,2.0,1165.0,2.0,67.0,582.5
3170,1,Hennur Road,2.0,980.0,2.0,51.0,490.0
3171,0,Hennur Road,2.0,1232.0,2.0,80.0,616.0
3172,1,Hennur Road,2.0,1085.0,2.0,43.4,542.5
3173,1,Hennur Road,2.0,950.0,2.0,55.0,475.0
3174,1,Hennur Road,2.0,1140.0,2.0,56.0,570.0
3175,1,Hennur Road,3.0,1891.0,3.0,110.0,630.3333333333334
3178,0,Hennur Road,2.0,1165.0,2.0,52.0,582.5
3179,1,Hennur Road,2.0,1450.0,2.0,80.0,725.0
3180,1,Hennur Road,2.0,1155.0,2.0,69.18,577.5
3181,1,Hennur Road,3.0,1936.0,3.0,131.0,645.3333333333334
3182,1,Hoodi,2.0,985.0,2.0,67.0,492.5
3185,1,Hoodi,2.0,1425.0,2.0,80.0,712.5
3186,1,Hoodi,2.0,1420.0,2.0,75.0,710.0
3187,0,Hoodi,3.0,1639.0,3.0,110.0,546.3333333333334
3189,0,Hoodi,3.0,1639.0,3.0,98.32,546.3333333333334
3193,0,Hoodi,2.0,1026.0,2.0,60.87,513.0
3194,1,Hoodi,2.0,1050.0,2.0,50.0,525.0
3195,1,Hoodi,2.0,1400.0,2.0,78.0,700.0
3196,1,Hoodi,5.0,2400.0,5.0,160.0,480.0
3197,0,Hoodi,2.0,1196.0,2.0,71.74,598.0
3199,1,Hoodi,2.0,1500.0,2.0,84.0,750.0
3200,0,Hoodi,2.0,1055.0,2.0,57.63,527.5
3201,1,Hoodi,3.0,1925.0,2.0,114.0,641.6666666666666
3202,1,Hoodi,2.0,1400.0,2.0,82.0,700.0
3204,0,Hoodi,1.0,706.0,1.0,48.24,706.0
3205,1,Hoodi,2.0,1257.0,2.0,69.0,628.5
3206,0,Hoodi,2.0,1132.0,2.0,67.9,566.0
3207,1,Hoodi,3.0,1925.0,3.0,110.0,641.6666666666666
3209,1,Hoodi,2.0,1257.0,2.0,71.03,628.5
3210,1,Hoodi,2.0,1305.0,2.0,75.0,652.5
3212,1,Hoodi,2.0,1240.0,2.0,65.0,620.0
3214,0,Hoodi,2.0,1108.0,2.0,74.23,554.0
3215,1,Hoodi,2.0,1257.0,2.0,68.5,628.5
3216,1,Hoodi,2.0,1000.0,2.0,48.0,500.0
3217,0,Hoodi,2.0,1063.0,2.0,61.17,531.5
3218,1,Hoodi,2.0,1259.0,2.0,69.45,629.5
3219,0,Hoodi,1.0,711.0,1.0,42.65,711.0
3221,0,Hoodi,1.0,863.0,1.0,40.55,863.0
3222,1,Hoodi,3.0,1715.0,2.0,100.0,571.6666666666666
3224,0,Hoodi,2.0,1447.0,3.0,76.0,723.5
3225,1,Hoodi,3.0,2144.0,3.0,140.0,714.6666666666666
3226,0,Hoodi,2.0,1108.0,2.0,66.46,554.0
3228,0,Hoodi,3.0,1837.0,3.0,110.0,612.3333333333334
3229,0,Hoodi,4.0,3385.0,4.0,220.0,846.25
3231,1,Hoodi,2.0,1181.0,2.0,55.0,590.5
3232,1,Hoodi,3.0,1490.0,3.0,85.0,496.6666666666667
3233,0,Hoodi,2.0,1258.5,2.0,59.135,629.25
3234,1,Horamavu Agara,2.0,1200.0,2.0,45.0,600.0
3235,1,Horamavu Agara,3.0,1560.0,3.0,75.0,520.0
3236,1,Horamavu Agara,2.0,755.0,2.0,37.49,377.5
3237,1,Horamavu Agara,2.0,982.0,2.0,47.65,491.0
3238,1,Horamavu Agara,3.0,1650.0,2.0,75.0,550.0
3239,0,Horamavu Agara,2.0,950.0,2.0,39.0,475.0
3240,0,Horamavu Agara,3.0,1756.0,3.0,92.0,585.3333333333334
3241,1,Horamavu Agara,2.0,1106.0,2.0,43.09,553.0
3242,0,Horamavu Agara,2.0,1079.0,2.0,41.0,539.5
3243,1,Horamavu Agara,3.0,1265.0,2.0,65.0,421.6666666666667
3244,1,Horamavu Agara,2.0,1060.0,2.0,37.0,530.0
3245,1,Horamavu Agara,2.0,1107.83,2.0,41.51,553.915
3246,1,Horamavu Agara,2.0,980.0,2.0,38.19,490.0
3247,1,Horamavu Agara,3.0,1250.0,3.0,65.0,416.6666666666667
3248,1,Horamavu Agara,2.0,1145.0,2.0,41.21,572.5
3249,1,Horamavu Agara,5.0,2400.0,3.0,80.0,480.0
3250,1,Horamavu Agara,2.0,1000.0,2.0,46.0,500.0
3251,1,Horamavu Agara,2.0,760.0,2.0,37.49,380.0
3252,1,Horamavu Agara,2.0,1150.0,2.0,42.0,575.0
3254,1,Horamavu Agara,2.0,750.0,2.0,37.49,375.0
3255,1,Horamavu Agara,1.0,625.0,1.0,27.0,625.0
3256,1,Horamavu Agara,2.0,1080.0,2.0,38.0,540.0
3257,0,Horamavu Agara,2.0,994.0,2.0,42.28,497.0
3258,1,Horamavu Agara,2.0,1107.83,2.0,41.51,553.915
3260,0,Horamavu Agara,2.0,1090.0,2.0,46.0,545.0
3261,1,Horamavu Agara,3.0,1400.0,3.0,63.0,466.6666666666667
3262,1,Horamavu Agara,3.0,1557.0,3.0,70.0,519.0
3263,0,Horamavu Agara,2.0,1058.0,2.0,47.0,529.0
3266,0,Horamavu Banaswadi,2.0,1460.0,2.0,80.5,730.0
3267,1,Horamavu Banaswadi,2.0,1156.0,2.0,46.0,578.0
3268,1,Horamavu Banaswadi,2.0,1180.0,2.0,58.0,590.0
3269,1,Horamavu Banaswadi,2.0,1307.0,2.0,51.6,653.5
3270,1,Horamavu Banaswadi,6.0,3800.0,8.0,200.0,633.3333333333334
3271,1,Horamavu Banaswadi,2.0,1357.0,2.0,54.0,678.5
3272,1,Horamavu Banaswadi,2.0,925.0,2.0,38.0,462.5
3273,1,Horamavu Banaswadi,2.0,1272.0,2.0,48.0,636.0
3274,1,Horamavu Banaswadi,2.0,1225.0,2.0,49.5,612.5
3275,1,Horamavu Banaswadi,2.0,1272.0,2.0,51.5,636.0
3276,1,Horamavu Banaswadi,2.0,1272.0,2.0,51.5,636.0
3277,1,Horamavu Banaswadi,2.0,1156.0,2.0,46.9,578.0
3278,1,Horamavu Banaswadi,2.0,1200.0,2.0,45.0,600.0
3279,1,Horamavu Banaswadi,2.0,1254.0,2.0,47.0,627.0
3280,1,Horamavu Banaswadi,3.0,1610.0,3.0,68.0,536.6666666666666
3281,1,Horamavu Banaswadi,2.0,1210.0,2.0,50.0,605.0
3282,1,Horamavu Banaswadi,2.0,1357.0,2.0,54.0,678.5
3283,1,Horamavu Banaswadi,2.0,1272.0,2.0,50.0,636.0
3284,1,Horamavu Banaswadi,2.0,1200.0,2.0,45.0,600.0
3285,1,Horamavu Banaswadi,2.0,1025.0,2.0,45.0,512.5
3286,1,Horamavu Banaswadi,2.0,1081.0,2.0,52.0,540.5
3287,1,Horamavu Banaswadi,2.0,1000.0,2.0,50.0,500.0
3288,1,Hormavu,2.0,1500.0,2.0,78.0,750.0
3289,1,Hormavu,2.0,1150.0,2.0,55.0,575.0
3291,1,Hormavu,2.0,1180.0,2.0,50.0,590.0
3292,1,Hormavu,2.0,1200.0,2.0,67.0,600.0
3293,0,Hormavu,2.0,1200.0,3.0,70.0,600.0
3294,1,Hormavu,2.0,1175.0,2.0,52.0,587.5
3295,1,Hormavu,1.0,1351.0,2.0,53.0,1351.0
3296,1,Hormavu,2.0,1141.0,2.0,44.4,570.5
3297,0,Hormavu,2.0,1130.0,2.0,42.3,565.0
3299,1,Hormavu,3.0,1725.0,3.0,85.0,575.0
3300,1,Hormavu,2.0,1153.0,2.0,65.0,576.5
3301,1,Hormavu,2.0,1150.0,2.0,53.11,575.0
3302,1,Hormavu,2.0,1123.0,2.0,56.0,561.5
3303,1,Hormavu,3.0,1385.0,2.0,69.0,461.6666666666667
3305,1,Hormavu,2.0,1030.0,2.0,49.35,515.0
3306,1,Hormavu,2.0,1018.0,2.0,50.8,509.0
3307,1,Hormavu,3.0,1555.0,3.0,75.0,518.3333333333334
3308,1,Hormavu,2.0,1143.0,2.0,53.0,571.5
3309,1,Hormavu,2.0,1100.0,2.0,38.0,550.0
3310,1,Hormavu,2.0,1000.0,2.0,50.0,500.0
3311,1,Hormavu,2.0,1200.0,2.0,68.0,600.0
3313,1,Hormavu,2.0,1200.0,2.0,68.0,600.0
3314,1,Hormavu,2.0,765.0,2.0,37.49,382.5
3316,1,Hormavu,2.0,1081.5,2.0,38.665,540.75
3317,1,Hormavu,2.0,1250.0,2.0,60.0,625.0
3318,1,Hormavu,2.0,965.0,2.0,37.15,482.5
3319,0,Hormavu,1.0,583.0,1.0,28.275,583.0
3320,1,Hormavu,2.0,1129.0,2.0,44.0,564.5
3321,1,Hormavu,3.0,1385.0,2.0,69.25,461.6666666666667
3322,1,Hormavu,2.0,1165.0,2.0,40.0,582.5
3323,1,Hormavu,2.0,1065.0,2.0,50.92,532.5
3324,1,Hormavu,2.0,1046.0,2.0,60.0,523.0
3325,1,Hormavu,2.0,1400.0,2.0,75.0,700.0
3326,1,Hormavu,3.0,1365.0,2.0,65.0,455.0
3327,0,Hormavu,2.0,1196.0,2.0,44.8,598.0
3328,0,Hormavu,2.0,1263.0,2.0,47.36,631.5
3329,1,Hormavu,2.0,1015.0,2.0,39.08,507.5
3331,1,Hormavu,2.0,1200.0,2.0,73.0,600.0
3332,1,Hormavu,2.0,1250.0,2.0,65.0,625.0
3334,1,Hormavu,2.0,1075.0,2.0,53.7,537.5
3335,1,Hormavu,2.0,980.0,2.0,42.0,490.0
3336,1,Hormavu,2.0,1075.0,2.0,53.7,537.5
3337,0,Hormavu,4.0,2282.0,4.0,115.0,570.5
3338,1,Hormavu,2.0,1206.0,2.0,55.0,603.0
3339,1,Hormavu,2.0,1310.0,2.0,67.0,655.0
3340,1,Hormavu,2.0,1310.0,2.0,60.0,655.0
3341,1,Hormavu,2.0,1020.0,2.0,45.75,510.0
3342,1,Hormavu,2.0,1210.0,2.0,69.0,605.0
3343,1,Hosa Road,3.0,1652.0,3.0,85.0,550.6666666666666
3345,0,Hosa Road,2.0,1161.0,2.0,55.15,580.5
3347,0,Hosa Road,2.0,1161.0,2.0,55.15,580.5
3348,0,Hosa Road,2.0,1430.0,2.0,97.52,715.0
3349,1,Hosa Road,2.0,1365.0,2.0,92.0,682.5
3350,1,Hosa Road,2.0,1243.0,2.0,48.5,621.5
3352,0,Hosa Road,3.0,1332.0,2.0,86.12,444.0
3353,0,Hosa Road,1.0,615.0,1.0,28.29,615.0
3354,0,Hosa Road,3.0,1318.0,2.0,85.28,439.3333333333333
3355,0,Hosa Road,3.0,1513.0,3.0,103.0,504.3333333333333
3356,0,Hosa Road,2.0,1133.0,2.0,52.0,566.5
3357,1,Hosa Road,2.0,1016.0,2.0,40.0,508.0
3358,1,Hosa Road,2.0,972.0,2.0,40.0,486.0
3359,0,Hosa Road,2.0,1161.0,2.0,55.15,580.5
3360,0,Hosa Road,3.0,1532.0,3.0,98.13,510.6666666666667
3361,0,Hosa Road,3.0,1680.0,3.0,101.0,560.0
3362,1,Hosa Road,2.0,880.0,2.0,50.0,440.0
3363,0,Hosa Road,3.0,1533.0,3.0,98.18,511.0
3364,0,Hosa Road,2.0,1040.0,2.0,68.59,520.0
3365,0,Hosa Road,2.0,1040.0,2.0,61.0,520.0
3367,1,Hosa Road,2.0,1245.0,2.0,62.0,622.5
3368,0,Hosa Road,3.0,1311.0,2.0,84.86,437.0
3369,0,Hosa Road,3.0,1512.0,3.0,103.0,504.0
3370,0,Hosa Road,1.0,800.0,1.0,39.99,800.0
3372,0,Hosa Road,2.0,1364.0,2.0,64.79,682.0
3373,1,Hosa Road,2.0,1016.0,2.0,45.0,508.0
3375,0,Hosa Road,2.0,1360.0,2.0,77.61,680.0
3376,0,Hosa Road,2.0,1170.0,2.0,65.0,585.0
3377,0,Hosa Road,2.0,1161.0,2.0,55.15,580.5
3378,0,Hosa Road,3.0,1470.0,2.0,84.22,490.0
3379,0,Hosa Road,3.0,1513.0,3.0,103.0,504.3333333333333
3381,0,Hosa Road,2.0,1161.0,2.0,48.75,580.5
3382,0,Hosa Road,3.0,1893.0,3.0,130.0,631.0
3384,1,Hosa Road,2.0,1016.0,2.0,39.95,508.0
3385,1,Hosakerehalli,3.0,2378.0,3.0,262.0,792.6666666666666
3386,1,Hosakerehalli,3.0,2376.0,3.0,203.0,792.0
3387,1,Hosakerehalli,4.0,3205.0,5.0,380.0,801.25
3389,1,Hosakerehalli,4.0,3024.0,5.0,350.0,756.0
3390,1,Hosakerehalli,5.0,2400.0,5.0,250.0,480.0
3391,0,Hosakerehalli,3.0,1817.0,4.0,153.0,605.6666666666666
3392,0,Hosakerehalli,2.0,1304.0,2.0,100.0,652.0
3393,1,Hosakerehalli,3.0,2480.0,3.0,245.0,826.6666666666666
3394,1,Hosakerehalli,2.0,925.0,2.0,46.5,462.5
3395,1,Hosakerehalli,3.0,2480.0,4.0,260.0,826.6666666666666
3396,1,Hosakerehalli,3.0,1596.0,3.0,79.8,532.0
3397,1,Hosakerehalli,3.0,1200.0,2.0,100.0,400.0
3398,1,Hosakerehalli,4.0,3205.0,4.0,300.0,801.25
3399,1,Hosakerehalli,4.0,3033.0,4.0,326.0,758.25
3400,1,Hosakerehalli,2.0,600.0,2.0,65.0,300.0
3401,1,Hosakerehalli,3.0,2480.0,4.0,265.0,826.6666666666666
3402,1,Hosakerehalli,2.0,925.0,2.0,46.25,462.5
3403,1,Hosakerehalli,3.0,2376.0,3.0,240.0,792.0
3405,1,Hoskote,3.0,1250.0,3.0,50.0,416.6666666666667
3406,1,Hoskote,3.0,1225.0,3.0,40.0,408.3333333333333
3407,1,Hoskote,3.0,1740.0,3.0,60.0,580.0
3408,1,Hoskote,2.0,1170.0,2.0,45.0,585.0
3410,1,Hoskote,3.0,1200.0,3.0,57.0,400.0
3411,1,Hoskote,3.0,1069.0,2.0,38.0,356.3333333333333
3412,1,Hoskote,2.0,1095.0,2.0,33.6,547.5
3414,1,Hoskote,2.0,1065.0,2.0,31.5,532.5
3415,1,Hoskote,3.0,1395.0,2.0,63.0,465.0
3416,1,Hoskote,2.0,1065.0,2.0,28.5,532.5
3417,1,Hoskote,2.0,945.0,2.0,35.0,472.5
3418,1,Hoskote,2.0,1003.5,2.0,28.095,501.75
3419,1,Hoskote,2.0,1065.0,2.0,33.75,532.5
3420,0,Hoskote,1.0,509.0,1.0,23.0,509.0
3421,1,Hosur Road,2.0,1656.0,2.0,120.0,828.0
3422,0,Hosur Road,2.0,1194.0,2.0,69.0,597.0
3425,1,Hosur Road,5.0,3300.0,5.0,240.0,660.0
3426,0,Hosur Road,3.0,1510.0,2.0,105.0,503.3333333333333
3427,0,Hosur Road,3.0,1427.0,2.0,80.63,475.6666666666667
3428,1,Hosur Road,3.0,1508.0,2.0,110.0,502.6666666666667
3429,1,Hosur Road,1.0,460.0,1.0,21.0,460.0
3431,1,Hosur Road,2.0,1179.0,2.0,49.0,589.5
3432,1,Hosur Road,2.0,950.0,2.0,60.0,475.0
3433,0,Hosur Road,2.0,1194.0,2.0,71.64,597.0
3434,0,Hosur Road,3.0,1766.0,3.0,130.0,588.6666666666666
3435,0,Hosur Road,3.0,1689.0,3.0,103.0,563.0
3436,1,Hosur Road,5.0,3600.0,5.0,180.0,720.0
3437,1,Hosur Road,2.0,1170.0,2.0,48.0,585.0
3438,1,Hosur Road,2.0,1250.0,2.0,55.0,625.0
3439,0,Hosur Road,3.0,1689.0,3.0,103.0,563.0
3441,1,Hosur Road,4.0,2000.0,4.0,130.0,500.0
3442,1,Hosur Road,2.0,1250.0,2.0,65.0,625.0
3443,0,Hosur Road,3.0,1689.0,3.0,103.0,563.0
3446,0,Hosur Road,2.0,1223.0,2.0,93.0,611.5
3448,0,Hosur Road,3.0,1919.0,3.0,117.0,639.6666666666666
3449,1,Hulimavu,2.0,1125.0,2.0,50.0,562.5
3450,1,Hulimavu,2.0,1242.0,2.0,51.0,621.0
3452,1,Hulimavu,3.0,1823.0,3.0,100.0,607.6666666666666
3453,1,Hulimavu,2.0,1300.0,2.0,36.0,650.0
3454,1,Hulimavu,2.0,1080.0,2.0,43.2,540.0
3455,1,Hulimavu,2.0,1100.0,2.0,71.5,550.0
3457,1,Hulimavu,1.0,688.0,1.0,50.0,688.0
3458,1,Hulimavu,2.0,1255.0,2.0,73.0,627.5
3459,1,Hulimavu,4.0,1200.0,4.0,75.0,300.0
3460,1,Hulimavu,2.0,1058.0,2.0,48.0,529.0
3461,1,Hulimavu,2.0,1375.0,2.0,80.0,687.5
3462,1,Hulimavu,2.0,1248.0,2.0,69.0,624.0
3463,1,Hulimavu,3.0,1818.0,3.0,135.0,606.0
3464,0,Hulimavu,2.0,1225.0,2.0,55.0,612.5
3465,1,Hulimavu,2.0,1255.0,2.0,74.0,627.5
3466,1,Hulimavu,2.0,1175.0,2.0,45.0,587.5
3467,1,Hulimavu,2.0,1255.0,2.0,69.0,627.5
3468,1,Hulimavu,2.0,1255.0,2.0,66.0,627.5
3469,0,Hulimavu,3.0,3035.0,5.0,271.0,1011.6666666666666
3470,1,Hulimavu,3.0,3035.0,5.0,220.0,1011.6666666666666
3471,1,Hulimavu,2.0,1127.0,2.0,65.0,563.5
3472,1,Hulimavu,2.0,1200.0,2.0,50.0,600.0
3474,1,Hulimavu,2.0,1200.0,2.0,75.0,600.0
3475,1,Hulimavu,2.0,1188.0,2.0,46.0,594.0
3476,1,Hulimavu,3.0,1430.0,2.0,90.0,476.6666666666667
3477,1,Hulimavu,2.0,850.0,1.0,39.5,425.0
3478,1,Hulimavu,2.0,1000.0,2.0,45.0,500.0
3481,0,Hulimavu,4.0,3560.0,5.0,318.0,890.0
3482,1,Hulimavu,2.0,1011.0,2.0,38.0,505.5
3483,1,Hulimavu,2.0,1276.0,2.0,76.0,638.0
3484,1,Hulimavu,2.0,1500.0,2.0,90.0,750.0
3485,1,Hulimavu,2.0,1315.0,2.0,60.48,657.5
3486,1,Hulimavu,2.0,1021.0,2.0,76.0,510.5
3487,1,Hulimavu,1.0,581.0,1.0,29.0,581.0
3488,1,Hulimavu,2.0,935.0,2.0,45.0,467.5
3489,1,Hulimavu,2.0,1050.0,2.0,125.0,525.0
3491,1,Hulimavu,4.0,1200.0,4.0,75.0,300.0
3492,1,Hulimavu,3.0,1260.0,2.0,82.0,420.0
3493,1,Hulimavu,1.0,450.0,1.0,20.0,450.0
3494,1,Hulimavu,2.0,1231.0,2.0,84.5,615.5
3495,0,Hulimavu,3.0,1916.0,2.0,150.0,638.6666666666666
